movie_id,movie_title,imdb_character_name,words,gender,age,parent
,,origin,,,,
tt0104389,The Hand That Rocks the Cradle,claire bartel,5185,f,32
tt0116191,Emma,emma woodhouse,5180,f,24
tt0117057,The Mirror Has Two Faces,rose morgan,5176,f,54
tt0091167,Hannah and Her Sisters,lee,5170,f,38
tt0031725,Ninotchka,ninotchka,5146,f,34
tt1431181,Another Year,mary,5140,f,54
tt0114388,Sense and Sensibility,marianne dashwo,5132,f,20
tt0047396,Rear Window,lisa carol frem,5096,f,25
tt0166924,Mulholland Drive,betty,5088,f,33
tt0381681,Before Sunset,celine,5030,f,35
tt1655420,My Week with Marilyn,marilyn monroe,5025,f,31
tt0364045,Taking Lives,grace,5023,f,-1
tt1454029,The Help,aibileen clark,5010,f,46
tt0185937,The Blair Witch Project,heather donahue,4989,f,25
tt0337741,Something's Gotta Give,erica barry,4974,f,57
tt1279935,Date Night,Claire Foster,4962,f,40
tt0862846,Sunshine Cleaning,rose,4938,f,34
tt1099212,Twilight,bella swan,4934,f,18
tt1229822,Jane Eyre,jane eyre,4924,f,22
tt0110005,Heavenly Creatures,pauline parker,4912,f,17
tt0090605,Aliens,ripley,4910,f,37
tt0119738,My Best Friend's Wedding,julianne potter,4905,f,30
tt2140619,Two Night Stand,megan,4897,f,26
tt0118884,Contact,ellie,4870,f,35
tt1041829,The Proposal,margaret tate,4832,f,45
tt1201167,Funny People,laura,4780,f,37
tt0096754,The Abyss,lindsey brigman,4766,f,31
tt0103074,Thelma & Louise,thelma,4763,f,35
tt0081283,Ordinary People,beth,4746,f,44
tt0110737,Only You,faith corvatch,4735,f,30
tt0297884,Far from Heaven,cathy whitaker,4731,f,42
tt0091306,Jumpin' Jack Flash,terry dolittle,4722,f,31
tt0147800,10 Things I Hate About You,kat stratford,4718,f,18
tt0022958,Grand Hotel,grusinskaya - t,4710,f,27
tt0099653,Ghost,oda mae brown,4698,f,35
tt0129387,There's Something About Mary,mary,4688,f,26
tt0120004,The Relic,dr. margo green,4662,f,33
tt1265990,The Roommate,rebecca,4657,f,25
tt0963794,The Ruins,stacy,4648,f,26
tt0913425,Broken Embraces,judit garcía,4646,f,46
tt0078444,An Unmarried Woman,erica,4639,f,34
tt0103074,Thelma & Louise,louise,4636,f,45
tt0119643,Meet Joe Black,susan parrish,4618,f,27
tt0164052,Hollow Man,linda mckay,4592,f,37
tt0162346,Ghost World,rebecca,4590,f,17
tt0159365,Cold Mountain,ada monroe,4572,f,36
tt0061418,Bonnie and Clyde,bonnie parker,4566,f,26
tt0115736,Bound,corky,4558,f,34
tt0416658,Crazylove,letty mayer,4557,f,33
tt1230414,It's Complicated,jane adler,4539,f,60
tt0088683,Agnes of God,mother miriam r,4534,f,54
tt1000774,Sex and the City,miranda hobbes,4524,f,42
tt0032551,The Grapes of Wrath,ma joad,4496,f,61
tt0824758,The Last Station,sofya,4478,f,64
tt0758758,Into the Wild,carine mccandle,4462,f,23
tt3172532,The Diary of a Teenage Girl,minnie,4457,f,23
tt0159365,Cold Mountain,ruby thewes,4454,f,34
tt1000774,Sex and the City,samantha jones,4420,f,52
tt0067185,Harold and Maude,maude,4419,f,75
tt2053425,Rust and Bone,Stephanie,4414,f,37
tt0458352,The Devil Wears Prada,andy sachs,4396,f,24
tt0103855,The Bodyguard,rachel marron,4393,f,29
tt0116695,Jerry Maguire,dorothy boyd,4372,f,27
tt0230600,The Others,grace stewart,4356,f,34
tt0091738,Peggy Sue Got Married,peggy sue,4337,f,32
tt0266697,Kill Bill (Pt 1+2),the bride,4336,f,33
tt0095250,The Big Blue,johana baker,4322,f,29
tt0049470,The Man Who Knew Too Much,josephine conwa,4322,f,34
tt0371246,Spanglish,deborah clasky,4314,f,38
tt1454029,The Help,skeeter phelan,4304,f,23
tt1067774,Monte Carlo,emma,4297,f,25
tt0250494,Legally Blonde,elle woods,4281,f,25
tt0098724,"Sex, Lies, and Videotape",cynthia patrice,4280,f,27
tt1625346,Young Adult,mavis gary,4271,f,36
tt0086510,Under Fire,claire,4266,f,38
tt0073692,Shampoo,jackie,4244,f,34
tt1067774,Monte Carlo,alice,4220,f,-1
tt0120255,The Sweet Hereafter,nicole burnell,4214,f,18
tt0088683,Agnes of God,sister agnes,4206,f,25
tt0027996,Mr. Deeds Goes to Town,babe bennett,4206,f,36
tt0116282,Fargo,marge gunderson,4200,f,39
tt0099703,The Grifters,lilly dillon,4200,f,39
tt0081568,The Stunt Man,nina franklin,4184,f,32
tt0844286,The Brothers Bloom,penelope,4176,f,38
tt2872462,Mistress America,brooke,4172,f,32
tt1486185,Red Riding Hood,Valerie,4160,f,26
tt0822832,Marley & Me,jenny,4157,f,39
tt1131734,Jennifer's Body,needy,4146,f,24
tt0108399,True Romance,alabama whitman,4140,f,25
tt0139414,Lake Placid,kelly scott,4126,f,35
tt0258153,S1m0ne,elaine christia,4126,f,43
tt0421054,Domino,domino harvey,4122,f,20
tt0238546,Queen of the Damned,jesse reeves,4120,f,25
tt4270516,Grandma,elle,4119,f,76
tt0278435,Enough,slim hiller,4116,f,33
tt0076095,The Goodbye Girl,paula mcfadden,4106,f,35
tt1022603,(500) Days of Summer,summer,4080,f,29
tt0757361,Margot at the Wedding,pauline,4078,f,45
tt3181822,The Boy Next Door,claire peterson,4072,f,46
tt0462200,Black Snake Moan,rae,4060,f,26
tt1322269,August: Osage County,violet weston,4053,f,64
tt0109642,Dolores Claiborne,dolores claibor,4042,f,47
tt3236120,I'll See You in My Dreams,carol petersen,4021,f,72
tt1478338,Bridesmaids,annie,4015,f,38
tt1007029,The Iron Lady,margaret thatch,4007,f,62
tt0081505,The Shining,wendy torrance,4006,f,31
tt1242432,I Spit on Your Grave,jennifer,4005,f,25
tt0112401,Assassins,electra,4004,f,35
tt1341188,How Do You Know,lisa,4004,f,34
tt0114558,Strange Days,lornette 'mace',4002,f,37
tt0105417,Sister Act,deloris,3999,f,37
tt0362478,The Box,norma lewis,3990,f,37
tt0097493,Heathers,veronica,3976,f,17
tt0962736,The Young Victoria,queen victoria,3976,f,26
tt0117104,Mrs. Winterbourne,connie doyle,3953,f,28
tt0134847,Pitch Black,carolyn fry,3944,f,27
tt1028576,Secretariat,penny chenery,3931,f,45
tt0079660,Old Boyfriends,dianne cruise,3914,f,33
tt0099653,Ghost,molly jensen,3906,f,28
tt1980929,Begin Again,gretta,3882,f,28
tt0880578,Untraceable,jennifer marsh,3875,f,43
tt0043014,Sunset Blvd.,norma desmond,3863,f,51
tt0098635,When Harry Met Sally...,sally albright,3858,f,28
tt0061722,The Graduate,mrs. robinson,3852,f,36
tt0102926,The Silence of the Lambs,clarice starlin,3844,f,29
tt1454029,The Help,minny jackson,3841,f,41
tt3170832,Room,ma,3838,f,26
tt0099703,The Grifters,myra langtry,3832,f,32
tt0416320,Match Point,chloe hewett wi,3830,f,34
tt0184858,Reindeer Games,ashley,3818,f,25
tt0080549,Coal Miner's Daughter,loretta lynn,3816,f,31
tt3316960,Still Alice,alice howland,3796,f,54
tt0067309,Klute,bree daniel,3794,f,34
tt1790885,Zero Dark Thirty,maya,3787,f,35
tt2063781,Smashed,kate hannah,3780,f,28
tt0078841,Being There,eve rand,3764,f,45
tt2431286,Philomena,philomena,3754,f,79
tt2321549,The Babadook,amelia,3749,f,44
tt0075686,Annie Hall,annie hall,3719,f,31
tt0088247,The Terminator,sarah connor,3710,f,28
tt3064298,Man Up,nancy,3709,f,36
tt0896872,The Whistleblower,Kathryn Bolkova,3705,f,40
tt3859076,Truth,mary mapes,3692,f,46
tt0119381,Inventing the Abbotts,pamela abbott,3684,f,20
tt1798709,Her,samantha,3675,f,29
tt0110097,I'll Do Anything,nan mulhanney,3664,f,44
tt0862846,Sunshine Cleaning,norah,3664,f,25
tt0096463,Working Girl,tess mcgill,3663,f,31
tt0140397,Mumford,sofie crisp,3662,f,35
tt1454029,The Help,hilly holbrook,3660,f,30
tt0363282,New York Minute,roxy ryan,3646,f,18
tt0119280,Mrs Brown,queen victoria,3642,f,63
tt0327597,Coraline,coraline jones,3623,f,15
tt0372532,The Wedding Date,kat ellis,3621,f,37
tt0092099,Top Gun,charlie,3600,f,29
tt0120824,The Shipping News,wavey prowse,3592,f,41
tt0090756,Blue Velvet,sandy williams,3588,f,19
tt0108330,This Boy's Life,caroline,3572,f,39
tt0106834,Even Cowgirls Get the Blues,bonanza jellybe,3564,f,21
tt1483013,Oblivion,victoria,3562,f,32
tt0091867,A Room with a View,lucy honeychurc,3547,f,19
tt0266543,Finding Nemo,dory,3540,f,45
tt0077405,Days of Heaven,abby,3536,f,29
tt2872462,Mistress America,tracy,3528,f,25
tt3442006,Cake,claire bennett,3517,f,45
tt0113677,Living in Oblivion,nicole springer,3516,f,36
tt2402927,Carol,carol aird,3499,f,46
tt0084675,Shoot the Moon,faith dunlap,3493,f,36
tt0110097,I'll Do Anything,cathy breslow,3488,f,29
tt2404425,Woman in Gold,maria altmann,3477,f,70
tt0119314,The Horse Whisperer,grace maclean,3472,f,14
tt0119349,The Ice Storm,elena hood,3472,f,41
tt0120907,eXistenZ,allegra geller,3471,f,37
tt0114388,Sense and Sensibility,mrs. jennings,3456,f,66
tt0186589,Sugar & Spice,diane weston,3454,f,27
tt2388715,Oculus,kaylie russell,3449,f,26
tt0824747,Changeling,christine colli,3444,f,33
tt0134084,Scream 3,gale weathers,3438,f,36
tt0047396,Rear Window,stella,3432,f,52
tt0106834,Even Cowgirls Get the Blues,sissy hankshaw,3428,f,23
tt0171363,The Haunting,theo,3428,f,30
tt1097649,The Russell Girl,sarah russell,3426,f,25
tt0264796,Life as a House,robin kimball,3424,f,41
tt0210070,Ginger Snaps,ginger,3420,f,19
tt0109445,Clerks,veronica,3418,f,33
tt1592281,Take This Waltz,margot,3417,f,31
tt0116209,The English Patient,hana,3412,f,32
tt1148204,Orphan,kate,3410,f,36
tt0993842,Hanna,hanna,3409,f,17
tt2381111,Brooklyn,eilis,3407,f,21
tt0810784,Bright Star,fanny brawne,3406,f,27
tt1322269,August: Osage County,barbara weston,3405,f,46
tt0795351,Case 39,emily jenkins,3402,f,40
tt0103893,Buffy the Vampire Slayer,buffy,3401,f,23
tt0110613,My Girl 2,vada sultenfuss,3398,f,14
tt2267998,Gone Girl,amy dunne,3398,f,35
tt0089504,Lost in America,Linda Howard,3381,f,30
tt3640682,I Smile Back,laney brooks,3372,f,45
tt0116905,Lone Star,pilar,3362,f,37
tt0929632,Precious,ms. rain,3356,f,34
tt0119217,Good Will Hunting,skylar,3352,f,27
tt0120755,Mission: Impossible II,nyah nordoff-ha,3346,f,28
tt1294688,Last Night,joanna,3344,f,25
tt0120655,Dogma,serendipity,3336,f,33
tt0119381,Inventing the Abbotts,helen holt,3336,f,47
tt0499549,Avatar,dr. grace augus,3326,f,60
tt0120885,Wag the Dog,winifred ames,3320,f,28
tt0111503,True Lies,helen tasker,3318,f,36
tt0157503,Drop Dead Gorgeous,amber atkins,3308,f,17
tt0105414,Single White Female,allison jones,3301,f,28
tt1242460,We Need to Talk About Kevin,eva khatchadour,3296,f,51
tt1211890,Middle of Nowhere,ruby,3294,f,32
tt0126029,Shrek,princess fiona,3288,f,29
tt1441953,Testament of Youth,vera brittain,3283,f,26
tt2234003,Calvary,fiona lavelle,3278,f,37
tt0318374,The Cooler,natalie belisar,3274,f,36
tt1244754,Conviction,betty anne wate,3272,f,36
tt0101635,Curly Sue,grey ellison,3269,f,32
tt0230838,Sweet November,sara deever,3266,f,26
tt0790686,Mirrors,amy carson,3256,f,33
tt0466893,Margaret,joan,3249,f,-1
tt0333766,Garden State,sam,3248,f,23
tt0165854,The Limey,elaine,3248,f,53
tt0298130,The Ring,rachel,3239,f,34
tt2216212,The Amityville Asylum,lisa templeton,3236,f,-1
tt0070849,Last Tango in Paris,jeanne,3235,f,20
tt0349903,Ocean's Twelve,isabel lahiri,3230,f,35
tt0088206,Supergirl,selena,3228,f,43
tt0289879,The Butterfly Effect,kayleigh,3222,f,28
tt0446029,Scott Pilgrim vs. the World,ramona flowers,3219,f,26
tt1204977,Ouija,laine morris,3217,f,21
tt0209144,Memento,natalie,3214,f,33
tt0945513,Source Code,colleen goodwin,3212,f,38
tt0047443,Salt of the Earth,esperanza quint,3204,f,44
tt1403865,True Grit,mattie ross,3200,f,14
tt1067583,Water for Elephants,marlena,3196,f,35
tt0455538,How to Lose Friends & Alienate People,alison olsen,3191,f,26
tt0421715,The Curious Case of Benjamin Button,daisy,3182,f,39
tt0082031,Arthur,Linda Marolla,3180,f,35
tt0106447,"Bodies, Rest & Motion",beth,3178,f,29
tt0102307,Light Sleeper,ann,3178,f,46
tt0113677,Living in Oblivion,wanda,3178,f,30
tt0171580,Nurse Betty,betty sizemore,3178,f,31
tt0120603,Beloved,denver,3176,f,31
tt0978759,Frozen River,lila littlewolf,3164,f,26
tt0108160,Sleepless in Seattle,annie reed,3161,f,32
tt1198138,Obsessed,beth,3156,f,-1
tt0892318,Letters to Juliet,Sophie,3155,f,25
tt1826590,About Last Night,debbie,3139,f,40
tt1013743,Knight and Day,june havens,3122,f,38
tt0024368,Mystery of the Wax Museum,florence dempse,3110,f,32
tt0105414,Single White Female,hedra carlson,3108,f,30
tt0053291,Some Like It Hot,sugar kane kowa,3108,f,33
tt0091983,Something Wild,lulu,3103,f,-1
tt0388125,In Her Shoes,maggie,3097,f,33
tt0073692,Shampoo,jill,3090,f,30
tt0375063,Sideways,maya,3090,f,43
tt0110148,Interview with the Vampire: The Vampire Chronicles,claudia,3088,f,12
tt0114746,Twelve Monkeys,kathryn railly,3086,f,37
tt0083967,Frances,lillian farmer,3084,f,57
tt0147800,10 Things I Hate About You,bianca stratfor,3068,f,18
tt0032138,The Wizard of Oz,dorothy,3060,f,17
tt1068680,Yes Man,Allison,3058,f,28
tt1583420,Larry Crowne,mercedes tainot,3056,f,44
tt0362636,Fear of Clowns,lynn blodgett,3056,f,-1
tt1675192,Take Shelter,samantha,3048,f,34
tt0120667,Fantastic Four,sue storm,3046,f,24
tt0086154,Psycho II,mary loomis,3046,f,23
tt0864761,The Duchess,georgiana,3045,f,23
tt1632708,Friends with Benefits,jamie,3044,f,28
tt1412386,The Best Exotic Marigold Hotel,evelyn,3037,f,77
tt0102411,The Marrying Man,vicki anderson,3030,f,38
tt0120762,Mulan,mulan,3028,f,35
tt0857295,Timber Falls,ida,3026,f,48
tt0790721,Normal Adolescent Behavior,wendy,3024,f,24
tt0102316,Little Man Tate,jane grierson,3024,f,43
tt0327554,Catwoman,patience philli,3018,f,38
tt1176740,Away We Go,verona,3010,f,37
tt0100405,Pretty Woman,vivian ward,3007,f,23
tt0097981,A Nightmare on Elm Street 5: The Dream Child,alice,3003,f,25
tt1126591,Burlesque,tess,3001,f,64
tt0414982,Final Destination 3,wendy christens,2999,f,22
tt2080374,Steve Jobs,joanna hoffman,2997,f,40
tt0199725,Love & Basketball,young monica,2996,f,14
tt1226774,In the Loop,karen clark,2994,f,61
tt0800369,Thor,jane foster,2992,f,30
tt0114436,Showgirls,nomi malone,2989,f,23
tt0111686,New Nightmare,heather langenk,2987,f,30
tt0210070,Ginger Snaps,brigitte,2982,f,23
tt0112571,Boys on the Side,jane,2981,f,40
tt0088847,The Breakfast Club,claire standish,2974,f,17
tt0945513,Source Code,christina warre,2967,f,35
tt1046947,Last Chance Harvey,kate walker,2960,f,49
tt0143145,The World Is Not Enough,elektra king,2958,f,33
tt1781769,Anna Karenina,anna karenina,2953,f,27
tt0073747,The Stepford Wives,Bobbie Markowe,2953,f,37
tt2390361,Enough Said,eva,2933,f,52
tt0100935,Wild at Heart,marietta fortun,2930,f,55
tt0918927,Doubt,Sister Aloysius,2919,f,59
tt0458522,El cantante,puchi,2917,f,37
tt0127536,Elizabeth,elizabeth i,2912,f,29
tt0110005,Heavenly Creatures,juliet hulme,2910,f,19
tt1486190,Tamara Drewe,beth hardiment,2904,f,44
tt1371155,Made in Dagenham,rita o'grady,2899,f,34
tt0094008,Someone to Watch Over Me,claire gregory,2898,f,31
tt0114388,Sense and Sensibility,mrs. dashwood,2896,f,53
tt0497465,Vicky Cristina Barcelona,vicky,2896,f,26
tt0439815,Slither,starla grant,2890,f,32
tt1866249,The Sessions,cheryl,2888,f,49
tt0388125,In Her Shoes,rose,2887,f,33
tt0134119,The Talented Mr. Ripley,marge sherwood,2886,f,27
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,mrs. lovett,2875,f,41
tt1148204,Orphan,esther,2861,f,12
tt0097428,Ghostbusters II,dana barrett,2854,f,40
tt0095765,Cinema Paradiso,elena mendola,2850,f,23
tt1067774,Monte Carlo,meg,2849,f,25
tt1131734,Jennifer's Body,jennifer,2837,f,23
tt0110737,Only You,kate,2833,f,33
tt0106873,Fatal Instinct,lola cain,2832,f,34
tt3722070,The Lady in the Van,miss shepherd,2831,f,81
tt1065073,Boyhood,mom,2828,f,46
tt0288477,Ghost Ship,epps,2818,f,36
tt0138097,Shakespeare in Love,viola de lessep,2818,f,26
tt0090756,Blue Velvet,dorothy vallens,2810,f,34
tt0210094,Happy Campers,wendy,2809,f,21
tt2096673,Inside Out,joy,2805,f,44
tt0375154,Tristan + Isolde,isolde,2802,f,26
tt0175526,Cherry Falls,jody marken,2800,f,23
tt0377092,Mean Girls,cady heron,2798,f,18
tt0120338,Titanic,rose dewitt buk,2792,f,22
tt0221928,Seven Days to Live,ellen shaw,2787,f,43
tt0120888,The Wedding Singer,julia sullivan,2786,f,23
tt0068327,Cabaret,sally bowles,2785,f,26
tt0120611,Blade,karen,2782,f,28
tt0209958,The Cell,catherine deane,2780,f,31
tt0160127,Charlie's Angels,dylan sanders,2780,f,25
tt0338427,Shopgirl,mirabelle,2780,f,26
tt0172495,Gladiator,lucilla,2778,f,35
tt0305206,American Splendor,joyce brabner,2768,f,39
tt0417385,12 and Holding,malee chuang,2766,f,14
tt0036027,I Walked with a Zombie,betsy connell,2766,f,34
tt0107798,The Pelican Brief,darby shaw,2766,f,26
tt1716777,People Like Us,frankie,2763,f,38
tt0857191,The Visitor,mouna,2762,f,47
tt0307879,Burning Annie,julie,2757,f,25
tt0079638,Norma Rae,norma rae,2757,f,33
tt3569230,Legend,frances shea,2753,f,27
tt0169547,American Beauty,carolyn burnham,2750,f,41
tt0120603,Beloved,baby suggs,2748,f,78
tt0087054,Choose Me,nancy,2741,f,42
tt0103976,City of Joy,hasari's mother,2739,f,-1
tt0120789,Pleasantville,jennifer,2734,f,22
tt0240890,Serendipity,sara thomas,2727,f,28
tt1735898,Snow White and the Huntsman,snow white,2721,f,22
tt0080025,Time After Time,amy,2719,f,26
tt1205489,Gran Torino,sue,2718,f,-1
tt0109446,The Client,reggie love,2716,f,48
tt1276104,Looper,sara,2708,f,29
tt1037705,The Book of Eli,solara,2704,f,27
tt0119345,I Know What You Did Last Summer,julie james,2699,f,18
tt0376874,Sexual Life,lorna,2696,f,24
tt0259446,My Big Fat Greek Wedding,toula portokalo,2695,f,40
tt0120686,Stepmom,Anna Harrison,2692,f,14
tt0390221,Maria Full of Grace,Maria Alvarez,2690,f,23
tt0023686,What Price Hollywood?,mary evans,2690,f,28
tt0416320,Match Point,nola rice,2688,f,21
tt0417217,Two for the Money,toni,2682,f,51
tt0186589,Sugar & Spice,lisa janusch,2672,f,21
tt0118883,Conspiracy Theory,alice sutton,2672,f,30
tt0116095,Diabolique,nicole horner,2670,f,38
tt2872732,Lucy,lucy,2668,f,30
tt0119173,G.I. Jane,jordan o'neill,2656,f,35
tt0386588,Hitch,sara,2654,f,31
tt0120255,The Sweet Hereafter,dolores driscol,2646,f,43
tt1486190,Tamara Drewe,tamara drewe,2640,f,24
tt0403702,Youth in Revolt,estelle twisp,2638,f,58
tt0110955,The Ref,caroline,2636,f,39
tt1307068,Seeking a Friend for the End of the World,penny,2628,f,27
tt0399281,Life on Liberty Street,denise di fiori,2628,f,33
tt0491747,Away from Her,young fiona,2623,f,-1
tt0083908,Evil Under the Sun,daphne castle,2623,f,48
tt1220888,Henry's Crime,julie ivanova,2622,f,37
tt0478311,Knocked Up,debbie,2620,f,35
tt0221069,Chasing Sleep,sadie,2606,f,25
tt1392170,The Hunger Games,katniss everdee,2605,f,22
tt0118125,The Watermelon Woman,cheryl,2601,f,30
tt0181875,Almost Famous,elaine miller,2600,f,43
tt0488120,Fracture,nikki gardner,2600,f,28
tt0117998,Twister,dr. jo harding,2595,f,33
tt0139239,Go,ronna martin,2594,f,20
tt0247425,In the Bedroom,ruth fowler,2593,f,52
tt2784678,Top Five,chelsea brown,2591,f,35
tt0449467,Babel,amelia,2590,f,50
tt0117666,Sling Blade,linda wheatley,2590,f,34
tt0101921,Fried Green Tomatoes,idgie threadgoo,2590,f,25
tt0094737,Big,susan,2586,f,28
tt0086425,Terms of Endearment,emma horton,2586,f,28
tt0101545,Career Opportunities,josie mcclellan,2585,f,21
tt0100791,To Sleep with Anger,suzie,2584,f,49
tt0119314,The Horse Whisperer,diane booker,2582,f,50
tt1454468,Gravity,ryan stone,2580,f,49
tt1220198,The Fourth Kind,abbey tyler,2580,f,34
tt0758752,Love & Other Drugs,maggie murdock,2575,f,28
tt2235108,Dear White People,sam white,2574,f,31
tt0119643,Meet Joe Black,allison,2568,f,39
tt0770772,I Think I Love My Wife,nikki tru,2567,f,30
tt2024432,Identity Thief,diana,2563,f,43
tt0036775,Double Indemnity,phyllis dietric,2559,f,37
tt0493464,Wanted,fox,2558,f,33
tt0188453,Birthday Girl,"sophia, alias n",2552,f,34
tt0101694,Deceived,adrienne saunde,2551,f,46
tt0094715,Beaches,hillary whitney,2547,f,40
tt0097815,Major League,rachel phelps,2546,f,39
tt0087054,Choose Me,eve,2545,f,38
tt1193138,Up in the Air,natalie keener,2544,f,24
tt0104412,Hero,gale gayley,2543,f,36
tt1234654,Greenberg,florence marr,2541,f,27
tt0139134,Cruel Intentions,annette hargrov,2540,f,23
tt0110005,Heavenly Creatures,honora parker r,2540,f,-1
tt2402927,Carol,therese belivet,2532,f,30
tt0814343,Séance,lauren,2528,f,21
tt0810988,The Nines,margaret,2524,f,37
tt1172233,Whip It,bliss cavendar,2522,f,22
tt0049470,The Man Who Knew Too Much,lucy drayton,2518,f,47
tt0067185,Harold and Maude,mrs. chasen,2513,f,40
